Title,Query
New Brazil poll shows President Lulas approval rating stable at 37  Reuters,Brazil
Lula struggles with rightwing Congress as Brazils broad coalition   Financial Times,Brazil
Carlo Ancelotti is the new head coach Brazils national team  well sort of  Marca,Brazil
Brazils president signs law aimed at having central bank regulate crypto firms  Cointelegraph,Brazil
Brazil bounce back and will face China in the quarterfinals   Volleyball World,Brazil
A unique safari through the Brazilian Pantanal  BBC,Brazil
Brazil consider hiring Ancelottis son as coach  sources  ESPN  ESPN,Brazil
Brazil seizes worlds biggest illegal shark fin consignment  Reuters,Brazil
Teen killed in Brazil school shooting authorities say  Al Jazeera English,Brazil
Cyclone tears through southern Brazil  DW English,Brazil
Brazil coach outlines what Barcelona fans should expect from clubs latest signing  Football Espana,Brazil
A sustainable house built to blend into the Brazilian jungle  The Guardian,Brazil
Toll rises to 14 in Brazil building collapse  manilastandardnet,Brazil
BYD picks Brazil for its first electricvehicle hub outside Asia  Stuff,Brazil
Influenza AH1N1 variant virus  Brazil  World Health Organization,Brazil
Why Outback Steakhouse is the most popular restaurant in Brazil  The Washington Post,Brazil
A Market Map of Brazils Credit Landscape  Andreessen Horowitz,Brazil
Brazils Americanas accuses former executives banks and auditors   Reuters,Brazil
Nigerians abroad Coach Jibrin struggles with OTP Udeh shines in Brazil Oluwaseyi nets hattrick  Soccernetng,Brazil
US Women Shock Brazil with Sweep  USA Volleyball,Brazil
Switzerland Brazil and USA to dominate Gstaad womens main   Volleyball World,Brazil
Brazil Kidnapper drags suitcase holding girl to be his sex slave  Metrocouk,Brazil
Barsibacked Unipar offers 43 premium for stake in Brazils Braskem  Reuters,Brazil
VNL Brazil sweeps China  ABSCBN News,Brazil
Statement by the President with President Lula da Silva  European Commission,Brazil
Meat products in cans from Brazil recalled for not being eligible for   Food Safety News,Brazil
David Wiswell US legalizes oppression in the name of freedom  Folha de SPaulo,Brazil
Chile  Google News,Chile
Climate scientist Maisa Rojas I have a mandate to be part of Chiles first ecological feminist government  The Guardian,Chile
China has been secretly fueling a renewable energy boom in Latin Americajust look at Chile  Fortune,Chile
Chile zoo celebrates birth of critically endangered Somali Wild Ass  Reuters,Chile
Critically endangered African wild ass born in Chile  Sky News,Chile
Heavy Flooding Affects Tens of Thousands in Chile  JW News,Chile
Chilean police block copper concentrate robbery from Escondida  MININGCOM  MININGcom,Chile
Group of criminals from Chile broke into Montreal homes Hampstead Mayor  The Suburban Newspaper,Chile
America Cant Ignore Chiles Role in the Green Energy Transition  The National Interest Online,Chile
Chiles lithium model gets conditional nod of approval from UN commission  MININGCOM  MININGcom,Chile
Sporting KC signs Chilean midfielder Felipe Gutierrez  Sporting Kansas City,Chile
A 57magnitude earthquake strikes ChileArgentina border region  Al Arabiya English,Chile
Magnitude 58 earthquake strikes ChileArgentina border region  GFZ  WTVB,Chile
Chile Magnitude58 earthquake occurs in eastern Antofagasta   Crisis24,Chile
Chile Floods  June 2023  DREF Operation MDRCL016  Chile  ReliefWeb,Chile
EUChile agreement sent to Council  European Commission,Chile
Chile 1973  2023 Half a Century Later the Hate Remains  Havana Times,Chile
Chile Magnitude56 earthquake occurs near Santiago July 9  Crisis24,Chile
Chile Technical Assistance ReportFiscal Considerations in   International Monetary Fund,Chile
Chiles economic activity down in May for 4th straight month  Reuters,Chile
Bouzakis Takes Gold at U20 PamAm in Chile  Ohio State University,Chile
Magnitude 57 earthquake strikes ChileArgentina border region GFZ  Devdiscourse,Chile
Isabel Allende In Chile people are longing for a Bukele I say to them be careful thats how we got Pinochet  EL PAÍS USA,Chile
Chiles main market for frozen blueberries is North America  Fresh Fruit Portal,Chile
Notes from the Field Scrub Typhus Outbreak  Los Lagos   CDC,Chile
Chile transport app law shrouded in uncertainty  BNamericas English,Chile
The battle for Chile  Le Monde diplomatique  English edition,Chile
Pacific Alliance Rift Chile Tries to Mend Ties Between Mexico and   Americas Quarterly,Chile
Chile green hydrogen focus tightens on project implementation   BNamericas English,Chile
Chile welcomes new African Wild Ass calf  Africanews English,Chile
EMERGING MARKETSLatam FX at threeweek low Chile Mexico minutes awaited  Yahoo Finance,Chile
Ice Stupas Have Become a Popular Water Management Tool in the   Columbia University,Chile
Chile copper exports hit 388 billion in June  Hellenic Shipping News Worldwide,Chile
Chile official warns of worst front in a decade after floods evacuations  Reuters,Chile
Chile to share migrants criminal records with US after burglaries  Reuters,Chile
Statement by the President with Chilean President Boric  European Commission,Chile
Note To Argentina Steal Chiles Recipe  CleanTechnica,Chile
Chile Announces Pricing Terms for its US DollarDenominated and   PR Newswire,Chile
Wealthiest People in Chile July 7 2023  CEOWORLD magazine,Chile
Chiles National Parks Store Twice as Much Carbon per Hectare as   The Pew Charitable Trusts,Chile
Chiles stolen children How they were taken and adopted to families   USA TODAY,Chile
USDA Accepting Applications for Chile Agribusiness Trade Mission  USDA Foreign Agricultural Service,Chile
Must Watch Fabio Wibmers Urban Freeride Lives Chile  Pinkbikecom,Chile
Chinas BYD Takes Next Steps on 290 Million Lithium Project in Chile  Bloomberg,Chile
Chile lithium mining versus flamingos and aquifers  Naturecom,Chile
Chile  Reuters Institute for the Study of Journalism  Reuters Institute,Chile
Chiles CMP commits to four Yutong electric trucks for filtered tailings   International Mining,Chile
House Speaker McCarthy vows action on abuse of visa program by Chilean crime groups  CBS News,Chile
In Chile a wildlife rehab center deals with the aftermath of   Mongabaycom,Chile
US Senate advances Chile tax treaty paving way for ratification  Reuters,Chile
Chile tops global list of violence perception Ipsos  The Brazilian Report,Chile
Adventist Church in Chile Works Towards Inclusion  Adventist News Network,Chile
Expedition Unlocks Mysteries Of Red Tide Algae In Chilean Patagonia  Forbes,Chile
Wealthiest People in Chile July 6 2023  CEOWORLD magazine,Chile
US pork making headway in Chile  Swinewebcom  Complete   Swinewebcom,Chile
Fitch Rates Chiles SustainabilityLinked Bonds A  Fitch Ratings,Chile
From walnuts to wines Chile caters to Indian taste  Economic Times,Chile
US Red Meat Ambassadors Assist USMEF Programs in Peru Chile   Swinewebcom,Chile
LATAM Brasil Increases Chile Service  Aviation Week,Chile
Chile High Commissioner addresses regional meeting on   OHCHR,Chile
Itau Chile Minorities Fume With Controllers Takeover Offer  Bloomberg,Chile
Chilean Chorrillana Is The Shareable Appetizer That Comes Piled   Tasting Table,Chile
Chilean Citrus Committee Releases Revised Forecast  PerishableNews,Chile
Senate clears Chile tax treaty for ratification  Grant Thornton,Chile
M58 earthquake strikes ChileArgentina border region USGS  CGTN,Chile
Chilean graduates in Cuba condemn counterrevolutionary maneuver  Prensa Latina,Chile
Chiles justice minister Pinochetera wounds must remain visible  Al Jazeera English,Chile
Venezuela Cubans condemn counterrevolutionary action in Chile  Prensa Latina,Chile
Remains of new species of duckbilled dinosaur found in Chile  Physorg,Chile
Respiratory disease outbreak in Chile strains pediatric ICU capacity  Reuters,Chile
StockNewscom Downgrades Banco SantanderChile NYSEBSAC   MarketBeat,Chile
Volcanic sulfur flows observed and recorded in northern Chile  Physorg,Chile
Chile Holds Interest Rate at TwoDecade High as Core Inflation   Bloomberg,Chile
Enel Green Power Chile begins commercial operation of two new   Enel Green Power,Chile
Kilkenny priest who stood up to dictator in Chile posthumously   Kilkenny Live,Chile
Hunting my stolen backpack in Santiago Chile  Frequent Miler,Chile
Lawsuit alleges McCormick product falsely labeled as New Mexico chile  KRQE News 13,Chile
MexicoChile summit leads to over US 100M in business  Mexico News Daily,Chile
Should You Buy Sociedad Quimica y Minera de Chile SQM Stock on Monday  InvestorsObserver,Chile
Floods in Chile a country used to natural tragedies  winebusinesscom,Chile
US Chamber Key Vote Letter on the USChile Income Tax Treaty  uschambercom,Chile
UMWELT PRODUCTORA and LANDMRX will Transform   ArchDaily,Chile
Professor Paolo Carozza delivers keynote lecture at Pontifical   Notre Dame Law School,Chile
Fitch Downgrades Telefonica Moviles Chile and Telefonica Chile to   Fitch Ratings,Chile
My Imaginary Country review  Patricio Guzmán captures Chiles   The Guardian,Chile
How Kissinger Paved the Way for Orlando Leteliers Assassination  The Intercept,Chile
LGES inks deal with Chiles SQM to bolster EV supply chain  The Korea Herald,Chile
Tren de Aragua the Venezuelan criminal gang spreading terror from Chile to Colombia  EL PAÍS USA,Chile
Chile announces 2 billion tender mechanism for energy storage  pv magazine International,Chile
lucas maino fernandez wraps chile home in latticed corridor  Designboom,Chile
LG Energy Solution Secures Lithium Supply Contract with Chiles SQM  BusinessKorea,Chile
Wine pick Domaine Bousquet Sparkling Rose Chile  SC Times,Chile
Chiles Sorcery Koreas Iron Mask win top awards at Bifan film   Screen International,Chile
Italys president visits Chile highlights democracy cooperation  Yeni Şafak English,Chile
Chile may start processing 100 Argentine shale oil at Bío Bío refinery  BNamericas English,Chile
Los Andes Copper weighs funding options for Chile project   MININGcom,Chile
Jones Soda Hatch Chile  Lime Soda Review This Is One Spicy Soda  Mashed,Chile
Chile copper output falls 14 yy in May  MININGCOM  MININGcom,Chile
New Iceland Tech Shakes Up Global Geothermal Energy  Forbes,Chile
How to spice up your pantry the Mediterranean way  KTVZ,Chile
Can next weeks special meeting in Chile break the deadlock over   The Conversation Canada,Chile
Colombia  Google News,Colombia
The presidents of Brazil and Colombia meet to boost cooperation ahead of Amazon summit  The Associated Press,Colombia
FARC dissidents and Colombian government reach agreement to begin peace talks  Reuters Canada,Colombia
Colombia Brazil presidents pledge cooperation to protect Amazon  Reuters,Colombia
US opens new immigration path for Central Americans and Colombians to discourage border crossings  CBS News,Colombia
Minnesota National Guard members on their way to Colombia  CBS News,Colombia
Gripped by escalating violence patience wears thin in Colombias largest port city  EL PAÍS USA,Colombia
Top FARC dissident leader Ivan Marquez dead sources say  Reuters,Colombia
From Colombia To England Daniel Elahi Galan Chasing History On Londons Lawns  ATP Tour,Colombia
Colombian Warlord Wanted on US Drug Charges Dies in Venezuela  The Wall Street Journal,Colombia
Colombia Brazil Presidents Pledge Cooperation to Protect Amazon  US News  World Report,Colombia
Leaders of Brazil Colombia Meet to Build Momentum for Amazon Summit  Voice of America  VOA News,Colombia
DHS Announces Family Reunification Parole Processes for   USCIS,Colombia
